Eng,Kor,Ver
Ala Mhigan Shoes of Crafting,알라미고 제작자용 신발,
Ala Mhigan Turban of Gathering,알라미고 채집가용 터번,
Ala Mhigan Coat of Gathering,알라미고 채집가용 외투,
Ala Mhigan Gloves of Gathering,알라미고 채집가용 장갑,
Ala Mhigan Bottoms of Gathering,알라미고 채집가용 하의,
Ala Mhigan Shoes of Gathering,알라미고 채집가용 신발,
Ruby Cotton Apron,홍옥면 앞치마,
Larch Earrings,낙엽송 귀걸이,
Larch Necklace,낙엽송 목걸이,
Larch Bracelets,낙엽송 팔찌,
Larch Ring,낙엽송 반지,
Gaganaskin Belt of Gathering,채집가용 가가나 허리띠,
Gyuki Leather Earrings,귀신물범 귀걸이,
Gyuki Leather Choker,귀신물범 목장식,
Gyuki Leather Wristband,귀신물범 손목띠,
Gyuki Leather Ring,귀신물범 가죽반지,
Serge Apron,초원능직 앞치마,
Persimmon Earrings,감나무 귀걸이,
Persimmon Necklace,감나무 목걸이,
Persimmon Bracelets,감나무 팔찌,
Persimmon Ring,감나무 반지,
Tigerskin Belt of Gathering,채집가용 호랑이 허리띠,
Marid Leather Earrings,마리드 귀걸이,
Marid Leather Choker,마리드 목장식,
Marid Leather Wristband,마리드 손목띠,
Marid Leather Ring,마리드 가죽반지,
Twinsilk Apron,쌍고치 앞치마,
Zelkova Earrings,느티나무 귀걸이,
Zelkova Necklace,느티나무 목걸이,
Zelkova Bracelets,느티나무 팔찌,
Zelkova Ring,느티나무 반지,
Gazelleskin Belt of Gathering,채집가용 가젤 허리띠,
Gazelleskin Earrings,가젤 귀걸이,
Gazelleskin Choker,가젤 목장식,
Gazelleskin Wristband,가젤 손목띠,
Gazelleskin Ring,가젤 가죽반지,
Augmented Ala Mhigan Turban of Crafting,화려한 알라미고 제작자용 터번,
Augmented Ala Mhigan Doublet of Crafting,화려한 알라미고 제작자용 겹옷조끼,
Augmented Ala Mhigan Gloves of Crafting,화려한 알라미고 제작자용 장갑,
Augmented Ala Mhigan Bottoms of Crafting,화려한 알라미고 제작자용 하의,
Augmented Ala Mhigan Shoes of Crafting,화려한 알라미고 제작자용 신발,
Augmented Ala Mhigan Turban of Gathering,화려한 알라미고 채집가용 터번,
Augmented Ala Mhigan Coat of Gathering,화려한 알라미고 채집가용 외투,
Augmented Ala Mhigan Gloves of Gathering,화려한 알라미고 채집가용 장갑,
Augmented Ala Mhigan Bottoms of Gathering,화려한 알라미고 채집가용 하의,
Augmented Ala Mhigan Shoes of Gathering,화려한 알라미고 채집가용 신발,
Carbuncle Cottage Walls,아담한 카벙클 외벽,
Carbuncle House Walls,카벙클 외벽,
Carbuncle Mansion Walls,대형 카벙클 외벽,
Timeworn Thief's Map,심층 전송 마법문양 지도,
Susano's Longsword,스사노오 직검,
Susano's Knuckles,스사노오 철갑,
Susano's War Axe,스사노오 전투도끼,
Susano's Pike,스사노오 장창,
Susano's Greatbow,스사노오 대궁,
Susano's Kunai,스사노오 쌍검,
Susano's Greatsword,스사노오 대검,
Susano's Revolver,스사노오 단총,
Susano's Cane,스사노오 석장,
Susano's Rod,스사노오 주술봉,
Susano's Grimoire,스사노오 마법서,
Susano's Codex,스사노오 치유서,
Susano's Ephemeris,스사노오 천간지지,
Susano's Tachi,스사노오 태도,
Susano's Rapier,스사노오 세검,
Susano's Shield,스사노오 방패,
Lakshmi's Earrings of Fending,락슈미 수호자 귀걸이,
Lakshmi's Earrings of Slaying,락슈미 공격대 귀걸이,
Lakshmi's Earrings of Aiming,락슈미 유격대 귀걸이,
Lakshmi's Earrings of Healing,락슈미 치유사 귀걸이,
Lakshmi's Earrings of Casting,락슈미 마술사 귀걸이,
Lakshmi's Necklace of Fending,락슈미 수호자 목걸이,
Lakshmi's Necklace of Slaying,락슈미 공격대 목걸이,
Lakshmi's Necklace of Aiming,락슈미 유격대 목걸이,
Lakshmi's Necklace of Healing,락슈미 치유사 목걸이,
Lakshmi's Necklace of Casting,락슈미 마술사 목걸이,
Lakshmi's Bracelet of Fending,락슈미 수호자 팔찌,
Lakshmi's Bracelet of Slaying,락슈미 공격대 팔찌,
Lakshmi's Bracelet of Aiming,락슈미 유격대 팔찌,
Lakshmi's Bracelet of Healing,락슈미 치유사 팔찌,
Lakshmi's Bracelet of Casting,락슈미 마술사 팔찌,
Lakshmi's Ring of Fending,락슈미 수호자 반지,
Lakshmi's Ring of Slaying,락슈미 공격대 반지,
Lakshmi's Ring of Aiming,락슈미 유격대 반지,
Lakshmi's Ring of Healing,락슈미 치유사 반지,
Lakshmi's Ring of Casting,락슈미 마술사 반지,
Doman Tea,도마 수정과,
Loquat Juice,비파 주스,
Buckwheat Tea,메밀차,
Steppe Tea,초원 밀크티,
Baklava,바클라바,
Jellied Compote,과일조림 젤리,
Persimmon Pudding,홍시 푸딩,
Chirashi-zushi,오색초밥,
Persimmon Leaf Sushi,감잎 초밥,
Popoto Soba,포포토 국수,
Shorlog,셔를럭,
Pork Kakuni,돼지고기 조림,
Jerked Jhammel,잠멜 육포,
Egg Foo Young,게살 달걀부침,
Onigara-yaki,새우 통구이,
Grilled Turban,소라 통구이,
Boiled Amberjack Head,부시리 조림,
Steamed Grouper,붉바리 찜,
Sweet and Sour Frogs' Legs,개구리 탕수육,
Tempura Platter,모둠 튀김,
Stewed River Bream,감성돔 조림,
Charred Charr,곤들매기 구이,
Miso Dengaku,된장꼬치,
Jhammel Moussaka,잠멜 무사카,
Gameni,야채조림,
Steppe Salad,초원 샐러드,
Crab Croquette,게살 크로켓,
Miso Soup with Tofu,두부 된장국,
Fish Stew,생선국,
Pork Stew,돼지고기 된장국,
Warrior's Stew,젤라 수프,
Kasha,카샤,
Nomad Meat Pie,유목민 파이,
Tea Brick,단차,
Gyr Abanian Flour,기라바니아 밀가루,
Firm Tofu,두부,
Rice Vinegar,쌀 식초,
Beet Sugar,사탕무 설탕,
Cooking Sake,요리술,
Cottonseed Oil,목화씨 기름,
Nigari,간수,
Algae Salt,해초소금,
Koshu Sticky Rice,멥쌀,
Buckwheat Kernels,메밀,
Loquat,비파열매,
Othardian Plum,오사드 매실,
Kudzu Root,칡뿌리,
Doman Eggplant,도마 가지,
Daikon Radish,흰무,
Sugar Beet,사탕무,
Jhammel Ginger,잠멜 생강,
Gyr Abanian Carrot,기라바니아 당근,
Green Leek,초록 대파,
Bamboo Shoot,죽순,
Mountain Popoto,산악 포포토,
Soybeans,대두,
Shiitake Mushroom,표고버섯,
Cumin Seeds,커민,
Lotus Root,연근,
Sun Cabbage,태양 양배추,
Fennel,회향,
Gyr Abanian Wheat,기라바니아 밀,
Persimmon,단감,
Persimmon Leaf,감잎,
Gyr Abanian Mineral Water,기라바니아 광천수,
Crescent Spring Water,석간수,
Dzo Chuck,긴털들소 앞다릿살,
Hornbill Tenderloin,붉은뿔부리 가슴살,
Jhammel Haunch,잠멜 고기,
Koshu Pork,코슈의 흑돼지고기,
Gagana Egg,가가나 알,
Steppe Milk,초원 우유,
Ama Nori,참김,
Ruby Tide Kelp,홍옥 다시마,
Gem Algae,구슬말,
Competent Craftsman's Tea,장인의 약차,
Commanding Craftsman's Tea,거장의 약차,
Cunning Craftsman's Tea,명인의 약차,
Potent Spiritbond Potion,강력결속약,
Infusion of Strength,힘의 탕약,
Infusion of Dexterity,민첩성의 탕약,
Infusion of Vitality,활력의 탕약,
Infusion of Intelligence,지능의 탕약,
Infusion of Mind,정신력의 탕약,
Grade 1 Reisui of Strength,1등급 힘의 영험수,
Grade 1 Reisui of Dexterity,1등급 민첩성의 영험수,
Grade 1 Reisui of Vitality,1등급 활력의 영험수,
Grade 1 Reisui of Intelligence,1등급 지능의 영험수,
Grade 1 Reisui of Mind,1등급 정신력의 영험수,
Grade 2 Reisui of Strength,2등급 힘의 영험수,
Grade 2 Reisui of Dexterity,2등급 민첩성의 영험수,
Grade 2 Reisui of Vitality,2등급 활력의 영험수,
Grade 2 Reisui of Intelligence,2등급 지능의 영험수,
Grade 2 Reisui of Mind,2등급 정신력의 영험수,
Enchanted Koppranickel Ink,백동 마법 잉크,
Enchanted Durium Ink,취은 마법 잉크,
Enchanted Palladium Ink,팔라듐 마법 잉크,
Growth Formula Eta,성장 촉진제 에타,
Growth Formula Theta,성장 촉진제 세타,
Beetle Glue,풍뎅이아교,
Ala Mhigan Salt Crystal,알라미고 소금,
Pine Resin,송진,
Persimmon Tannin,감물,
Gyr Abanian Alumen,기라바니아 명반,
Yanxian Parsley,얀샤 미나리,
Alyssum,꽃냉이,
Nagxian Cudweed,떡쑥,
Chickweed,별꽃,
Nipplewort,광대나물,
Windtea Leaves,바람찻잎,
Holy Basil,성스러운 바질,
Hallowed Basil,축성바질,
Muud Suud Horn,무드수드 뿔,
Gazelle Horn,가젤 뿔,
Dzo Horn,긴털들소 뿔,
Moth Scales,비늘가루,
Bombfish Spine,가시봄 가시,
Rhino Beetle Carapace,장수풍뎅이 갑각,
Beech Lumber,너도밤나무 목재,
Larch Lumber,낙엽송 목재,
Persimmon Lumber,감나무 목재,
Zelkova Lumber,느티나무 목재,
Torreya Lumber,비자나무 목재,
Beech Log,너도밤나무 원목,
Larch Log,낙엽송 원목,
Persimmon Log,감나무 원목,
Zelkova Log,느티나무 원목,
Torreya Log,비자나무 원목,
Scarlet Urushi,주칠,
Beech Branch,너도밤나무 가지,
Torreya Branch,비자나무 가지,
Koppranickel Nugget,백동 덩어리,
High Steel Nugget,경강 덩어리,
Koppranickel Ingot,백동 주괴,
High Steel Ingot,경강 주괴,
Durium Nugget,취은 덩어리,
Oroshigane Ingot,도마철 주괴,
Durium Ingot,취은 주괴,
Tama-hagane Ingot,도마강철 주괴,
Palladium Nugget,팔라듐 덩어리,
Molybdenum Ingot,몰리브덴 주괴,
Palladium Ingot,팔라듐 주괴,
Chromite Ingot,크롬 주괴,
Koppranickel Sand,백동 모래,
Koppranickel Ore,백동 광석,
Durium Sand,취은 모래,
Doman Iron Ore,도마철 광석,
Durium Ore,취은 광석,
Doman Iron Sand,도마 사철,
Palladium Sand,팔라듐 모래,
Molybdenum Ore,몰리브덴 광석,
Palladium Ore,팔라듐 광석,
Chromite Ore,크롬철광,
Domacoat,특제 경화촉매,
Bone Charcoal,특제 코크스,
Triphane,유휘석,
Kyanite,남정석,
Star Spinel,별첨정석,
Azurite,남동석,
Imperial Jade,제왕비취,
Rhodonite,장미휘석,
Raw Triphane,유휘석 원석,
Raw Kyanite,남정석 원석,
Raw Star Spinel,별첨정석 원석,
Raw Azurite,남동석 원석,
Raw Imperial Jade,제왕비취 원석,
Raw Rhodonite,장미휘석 원석,
Bloodhempen Cloth,적마포,
Bloodhempen Yarn,적마실,
Bloodhemp,적마풀,
Ruby Cotton Cloth,홍옥 무명천,
Ruby Cotton Yarn,홍옥 무명실,
Ruby Cotton Boll,홍옥 목화,
Kudzu Cloth,갈포천,
Kudzu Thread,칡오락,
Kudzu Vine,칡넝쿨,
Steppe Serge,초원 능직물,
Worsted Yarn,소모사,
Halgai Mane,할가이 갈기,
Manzasiri Hair,만자시리 털,
Twinsilk,쌍고치 명주,
Twinthread,쌍고치실,
Twincoon,쌍고치,
Rhea Cloth,남마포,
Rhea,남마풀,
Doman Weave,도마 마직물,
Gagana Leather,가가나 가죽,
Gyuki Leather,귀신물범 가죽,
Tiger Leather,호랑이 가죽,
Marid Leather,마리드 가죽,
Gazelle Leather,가젤 가죽,
True Griffin Leather,순종 그리핀 가죽,
Gagana Skin,가가나 생가죽,
Gyuki Hide,귀신물범 생가죽,
Tiger Skin,호랑이 생가죽,
Marid Hide,마리드 생가죽,
Gazelle Hide,가젤 생가죽,
True Griffin Hide,순종 그리핀 생가죽,
Forbidden Wax,특제 밀랍,
Diatomite,규조토,
Slate,점판암,
Slate Whetstone,점판암 숫돌,
Schorl,철전기석,
Perlite,진주암,
Almandine,귀석류석,
Doman Yellow,황토,
Dusklight Aethersand,야광의 에테르 모래,
Dawnlight Aethersand,극광의 에테르 모래,
Everbright Aethersand,유구의 에테르 모래,
Everborn Aethersand,풍요의 에테르 모래,
Everdeep Aethersand,심연의 에테르 모래,
Liopleurodon,지느러미용,
Ala Mhigan Ribbon,알라미고 리본,
Yanxian Barramundi,얀샤 큰입농어,
Seraphim,선녀어,
Blackfin Snake Eel,돛물뱀,
Tail Mountains Minnow,꼬리 산맥 피라미,
Sweatfish,땀고기,
Rock Saltfish,암염어,
Comet Minnow,혜성 피라미,
Doman Grass Carp,무이초어,
Samurai Fish,무사어,
Golden Cichlid,금태래어,
Hak Bitterling,하크 납줄개,
Yat Goby,야트 망둥이,
Ruby Meagre,민어,
Greenstream Loach,산미꾸리,
Tawny Wench Shark,천하상어,
Whitehorse,하얀해마,
Killifish,송사리,
Coeurl Snake Eel,줄무늬장어,
Zekki Grouper,붉바리,
Saltshield Snapper,소금방패,
Sculptor,조각가,
Pearl-eye,진주목어,
Abalathian Bitterling,아발라시아 납줄개,
Steelshark,강철상어,
Tao Bitterling,타오 납줄개,
Idle Goby,게으름 망둥이,
River Barramundi,눈불개,
Mirage Chub,신기루 잉어,
Harutsuge,봄맞이고기,
Steelhead Trout,강철머리 송어,
Heather Charr,히스 곤들매기,
Silken Koi,비단잉어,
Yellow Prismfish,황채어,
Blue Prismfish,청채어,
Hanatatsu,신도해마,
Broken Crab,박살게,
Gyr Abanian Trout,기라바니아 송어,
Bloodsipper,피머금게,
Miounnefish,뮨고기,
Monk Betta,몽크어,
Electric Catfish,전기메기,
Pagan Pirarucu,이교도 피라루쿠,
Temple Carp,절붕어,
Gilfish,은자어,
Balloon Frog,풍선개구리,
Lantern Marimo,등롱해조구,
Death Loach,죽음미꾸라지,
Grymm Crab,그림게,
Enid Shrimp,에니드새우,
Invisible Crayfish,투명가재,
Rapids Jumper,물살가름이,
Abalathian Salamander,아발라시아 불도롱뇽,
Adamantite Bichir,아다만 폴립테루스,
Meditator,명상어,
Deemster,재판어,
Stonytongue,산악 아로와나,
Bull's Bite,쇠꼴고기,
Peeping Pisces,눈툭이,
Scimitarfish,군도어,
Gigant Bass,초거대농어,
Nhaama's Boon,나아마의 축복,
Cave Killifish,동굴 송사리,
Bone Melter,뼛골빨이,
Fallen Leaf,낙엽어,
Falling Star,소유성,
Capsized Squeaker,거꾸로메기,
Nirvana Crab,열반게,
Velodyna Grass Carp,벨로디나 초어,
Black Velodyna Carp,검은 벨로디나 잉어,
Rhalgr's Bolt,랄거의 벼락,
Highland Perch,고원 농어,
Gravel Gudgeon,자갈무지,
Grinning Anchovy,짝입멸치,
Glass Herring,유리청어,
Hellyfish,지옥해파리,
Ruby Coral,홍옥산호,
Sapphire Coral,창옥산호,
Bone Coral,백골산호,
Butterfly Fish,나비어,
Dafu,대부어,
Swordfish,황새치,
Leaf Tatsunoko,낙엽 해마,
Glass Flounder,유리가자미,
Zekki Gator,살귀악어,
Daio Squid,거대오징어,
Koromo Octopus,보자기문어,
Gliding Fish,날치,
Globefish,천가시복,
Fan Clam,둥근부채조개,
Blockhead,돌머리,
Glass Tuna,유리참치,
Doman Crayfish,도마 가재,
Ruby Shrimp,홍옥새우,
Striped Fugu,자주복,
Raitonfish,뇌둔어,
Blank Oscar,백지어,
Dragonfish,용어,
Lordly Salmon,연어님,
Yanxian Koi,얀샤 잉어,
Kotsu Zetsu,골설어,
Longhair Catfish,긴수염 메기,
Plum Gazer,매견어,
Pandamoth,판다나비,
Doman Trout,도마 송어,
Doman Eel,도마 장어,
Brassfish,놋쇠고기,
Othardian Trout,오사드 송어,
Zagas Khaal,자가스,
Steppe Skipper,초원 짱뚱어,
Dry Steppe Skipper,건초 짱뚱어,
Sun Bass,태양농어,
Skytear,하늘눈물,
Dawn Crayfish,여명 가재,
Dusk Crayfish,황혼 가재,
Bowfish,활고기,
Jade Sculpin,풀사슴 둑중개,
Padjali Loach,파잘미꾸라지,
Nogoi,노고이,
Curtain Pleco,천막어,
,,
Hardscale,경린어,
Eastern Pike,동방꼬치어,
Wraithfish,귀신고기,
Little Perykos,작은 페뤼코스,
Wentletrap,나선 조개,
Black Boxfish,검은거북복,
Glass Manta,매가오리,
Regal Silverside,왕어,
Snowflake Moray,구름곰치,
Hoppfish,말뚝망둥어,
Lightscale,광린어,
Grass Fugu,복섬,
Giant Eel,무태장어,
Kamina Crab,카미나,
Spider Crab,거미게,
Little Dragonfish,바다 텐구,
Black Fanfish,검은망토,
Zebra Shark,표범상어,
Nophica's Comb,뼈고둥,
Warty Wartfish,낚시고기,
Common Whelk,골뱅이,
Hairless Barb,민수염고기,
Hatchetfish,풍년앨퉁이,
Threadfish,실전갱이,
Garden Eel,정원장어,
Eastern Sea Pickle,해삼,
Brindlebass,능성어,
Demon Stonefish,달마고기,
Armored Crayfish,홍갑가재,
Bighead Carp,흑련어,
Zeni Clam,엽전조개,
Corpse-eater,만새기,
Ronin Trevally,낭인어,
Toothsome Grouper,지바리,
Horned Turban,소라,
Ruby Sea Star,홍옥 불가사리,
Gauntlet Crab,민물참게,
Hermit Goby,진흙도사,
Skythorn,하늘가시,
Swordtip,한치,
False Scad,딴전갱이,
Snow Crab,대게,
Red-eyed Lates,큰입농어,
Common Bitterling,납지리,
Fifty-summer Cod,반생어,
Nagxian Mullet,뱀머리고기,
Redcoat,붉은비늘돔,
Yanxian Tiger Prawn,보리새우,
Tengu Fan,텐구 부채,
Star Turban,월계관납작소라,
Blue-fish,대룡청어,
Steppe Bullfrog,들소개구리,
Cavalry Catfish,참마어,
Redfin,붉은지느러미,
Moondisc,달무리고기,
Bleached Bonytongue,흰아로와나,
Salt Shark,소금상어,
King's Mantle,왕의 망토,
Sea Lamp,바다초롱,
Amberjack,부시리,
Cherry Salmon,벚송어,
Yu-no-hana Crab,온천게,
Dotharli Gudgeon,도탈 모샘치,
River Clam,재첩,
Grass Shark,풀상어,
Typhoon Shrimp,태풍새우,
Rock Oyster,바위굴,
Salt Urchin,짠성게,
Carpenter Crab,석공게,
Spiny Lobster,닭새우,
Mitsukuri Shark,마귀상어,
Doman Bubble Eye,도마 금붕어,
Dragon Squeaker,역룡,
Dawn Herald,아짐의 심부름꾼,
Salt Cellar,소금통 고둥,
White Sturgeon,벨루가,
Tithe Collector,세금징수어,
Bashful Batfish,제비활치,
River Bream,감성돔,
Snipe Eel,벼리장어,
Cherubfish,비천어,
Dusk Herald,나아마의 심부름꾼,
Glaring Perch,꺽저기,
Abalathian Pipira,아발라시아 피피라,
Steel Loach,강철미꾸라지,
Ivory Sole,백가자미,
Motley Beakfish,돌돔,
Thousandfang,천아룡,
Ichthyosaur,물고기도마뱀,
